cell_id,lat,lon,year,nTrees,meanAge,meanHeight,temperature,precipitation
c174,35.8930,-118.7657,2050,10,27.0,10.3294,313.0807,452.1782
c194,35.8930,-118.1371,2050,10,27.0,0.0972,313.6118,296.1136
c755,36.2650,-119.3629,2050,10,27.0,26.9049,300.7837,481.6022
c774,36.2650,-118.7657,2050,10,27.0,12.6025,300.9040,417.8059
c794,36.2650,-118.1371,2050,10,27.0,0.4614,302.2058,271.6911
c1355,36.6370,-119.3629,2050,10,27.0,23.1430,289.1240,509.7087
c1374,36.6370,-118.7657,2050,10,27.0,11.5873,289.5862,413.9157
c1394,36.6370,-118.1371,2050,10,27.0,0.2409,289.8198,290.0639
c155,35.8930,-119.3629,2051,10,28.0,22.9909,313.0706,494.9229
c174,35.8930,-118.7657,2051,10,28.0,10.9552,314.1913,425.9965
c194,35.8930,-118.1371,2051,10,28.0,0.0973,312.7627,244.6146
c755,36.2650,-119.3629,2051,10,28.0,27.9174,301.4625,574.5848
c774,36.2650,-118.7657,2051,10,28.0,12.9002,301.1827,385.8655
c794,36.2650,-118.1371,2051,10,28.0,0.4637,301.6277,298.7947
c1355,36.6370,-119.3629,2051,10,28.0,23.9613,288.8067,460.0625
c1374,36.6370,-118.7657,2051,10,28.0,11.6680,289.1374,362.0080
c1394,36.6370,-118.1371,2051,10,28.0,0.2414,289.8250,275.0069
c155,35.8930,-119.3629,2052,10,29.0,23.7622,314.0337,519.4236
c174,35.8930,-118.7657,2052,10,29.0,11.2710,313.6270,392.8698
c194,35.8930,-118.1371,2052,10,29.0,0.0974,314.2844,251.0398
c755,36.2650,-119.3629,2052,10,29.0,28.7939,301.4550,429.8466
c774,36.2650,-118.7657,2052,10,29.0,13.8415,301.3172,440.9109
c794,36.2650,-118.1371,2052,10,29.0,0.4690,301.0797,312.9079
c1355,36.6370,-119.3629,2052,10,29.0,24.8467,289.7447,492.3313
c1374,36.6370,-118.7657,2052,10,29.0,11.9101,289.9105,384.0828
c1394,36.6370,-118.1371,2052,10,29.0,0.2423,288.9720,285.8928
c155,35.8930,-119.3629,2053,10,30.0,24.5547,313.3933,495.6951
c174,35.8930,-118.7657,2053,10,30.0,11.6903,313.4754,401.6970
c194,35.8930,-118.1371,2053,10,30.0,0.0976,313.0367,256.8714
c755,36.2650,-119.3629,2053,10,30.0,29.7718,301.8136,559.9128
c774,36.2650,-118.7657,2053,10,30.0,14.4057,301.4803,404.2464
c794,36.2650,-118.1371,2053,10,30.0,0.4697,301.4548,280.1196
c1355,36.6370,-119.3629,2053,10,30.0,25.7063,289.4033,547.4858
c1374,36.6370,-118.7657,2053,10,30.0,11.9278,289.3654,335.5817
c1394,36.6370,-118.1371,2053,10,30.0,0.2425,289.1089,261.2973
c155,35.8930,-119.3629,2054,10,31.0,25.3209,314.2779,526.4073
c174,35.8930,-118.7657,2054,10,31.0,11.7244,312.9622,347.7389
c194,35.8930,-118.1371,2054,10,31.0,0.0978,313.6742,267.4021
c755,36.2650,-119.3629,2054,10,31.0,30.7937,301.5111,576.0033
c774,36.2650,-118.7657,2054,10,31.0,14.4302,301.6675,339.0097
c794,36.2650,-118.1371,2054,10,31.0,0.4698,301.6426,234.1818
c1355,36.6370,-119.3629,2054,10,31.0,26.5820,290.0748,472.0921
c1374,36.6370,-118.7657,2054,10,31.0,12.7752,289.8855,445.5365
c1394,36.6370,-118.1371,2054,10,31.0,0.2506,289.6961,321.7695
c155,35.8930,-119.3629,2055,10,32.0,26.1091,313.4119,451.7855
c174,35.8930,-118.7657,2055,10,32.0,12.0196,313.3222,390.7797
c194,35.8930,-118.1371,2055,10,32.0,0.1171,314.7127,339.4367
c755,36.2650,-119.3629,2055,10,32.0,31.7594,301.2097,560.2416
c774,36.2650,-118.7657,2055,10,32.0,14.4742,302.2608,348.8119
c794,36.2650,-118.1371,2055,10,32.0,0.4707,301.8454,283.7766
c1355,36.6370,-119.3629,2055,10,32.0,27.4366,289.3269,539.4499
c1374,36.6370,-118.7657,2055,10,32.0,13.3560,289.3746,411.3540
c1394,36.6370,-118.1371,2055,10,32.0,0.2903,289.8501,348.9874
c155,35.8930,-119.3629,2056,10,33.0,26.9006,313.8245,502.9048
c174,35.8930,-118.7657,2056,10,33.0,12.7698,313.3161,438.4546
c194,35.8930,-118.1371,2056,10,33.0,0.1184,314.6966,294.2636
c755,36.2650,-119.3629,2056,10,33.0,32.7468,301.3498,506.9910
c774,36.2650,-118.7657,2056,10,33.0,14.6310,301.7442,372.1842
c794,36.2650,-118.1371,2056,10,33.0,0.4830,301.3875,326.7944
c1355,36.6370,-119.3629,2056,10,33.0,28.3014,289.3072,547.5163
c1374,36.6370,-118.7657,2056,10,33.0,13.5431,289.2365,378.3326
c1394,36.6370,-118.1371,2056,10,33.0,0.2997,289.5216,324.1558
c155,35.8930,-119.3629,2057,10,34.0,27.6936,313.6341,529.5476
c174,35.8930,-118.7657,2057,10,34.0,13.5703,313.3444,461.3742
c194,35.8930,-118.1371,2057,10,34.0,0.1207,313.1724,302.9819
c755,36.2650,-119.3629,2057,10,34.0,33.7452,302.1844,494.4442
c774,36.2650,-118.7657,2057,10,34.0,14.6979,301.4364,356.3852
c794,36.2650,-118.1371,2057,10,34.0,0.4830,301.7161,202.3763
c1355,36.6370,-119.3629,2057,10,34.0,29.2003,290.0395,497.4848
c1374,36.6370,-118.7657,2057,10,34.0,14.2925,289.6377,428.5660
c1394,36.6370,-118.1371,2057,10,34.0,0.3000,289.7972,270.3106
c155,35.8930,-119.3629,2058,10,35.0,28.4705,313.7363,458.3007
c174,35.8930,-118.7657,2058,10,35.0,14.2244,313.4795,425.6333
c194,35.8930,-118.1371,2058,10,35.0,0.1759,314.2198,356.9233
c755,36.2650,-119.3629,2058,10,35.0,34.7157,301.2195,503.5882
c774,36.2650,-118.7657,2058,10,35.0,15.0283,301.7992,388.9216
c794,36.2650,-118.1371,2058,10,35.0,0.5646,302.4902,359.8267
c1355,36.6370,-119.3629,2058,10,35.0,30.0745,289.9670,595.1432
c1374,36.6370,-118.7657,2058,10,35.0,14.3157,289.6029,339.9507
c1394,36.6370,-118.1371,2058,10,35.0,0.4124,289.4430,368.3669
c155,35.8930,-119.3629,2059,10,36.0,29.2535,313.8674,563.5559
c174,35.8930,-118.7657,2059,10,36.0,14.2638,314.0495,350.8950
c194,35.8930,-118.1371,2059,10,36.0,0.1901,313.8348,333.6744
c755,36.2650,-119.3629,2059,10,36.0,35.7137,301.7190,488.1893
c774,36.2650,-118.7657,2059,10,36.0,15.5789,301.8904,404.7250
c794,36.2650,-118.1371,2059,10,36.0,0.5646,301.5052,209.6686
c1355,36.6370,-119.3629,2059,10,36.0,30.9693,289.4502,583.6426
c1374,36.6370,-118.7657,2059,10,36.0,14.4275,289.5882,368.5410
c1394,36.6370,-118.1371,2059,10,36.0,0.4128,290.3509,269.3896
c155,35.8930,-119.3629,2060,10,37.0,30.0612,313.8376,522.9472
c174,35.8930,-118.7657,2060,10,37.0,14.6434,313.5786,397.7248
c194,35.8930,-118.1371,2060,10,37.0,0.2052,314.3090,334.7403
c755,36.2650,-119.3629,2060,10,37.0,36.7055,301.7362,507.4423
c774,36.2650,-118.7657,2060,10,37.0,15.7326,301.2105,371.6552
c794,36.2650,-118.1371,2060,10,37.0,0.5647,302.9305,249.6447
c1355,36.6370,-119.3629,2060,10,37.0,31.8326,289.3173,494.4380
c1374,36.6370,-118.7657,2060,10,37.0,15.3066,290.1021,479.6916
c1394,36.6370,-118.1371,2060,10,37.0,0.4136,290.2429,282.9076
c155,35.8930,-119.3629,2061,10,38.0,30.8329,313.9631,559.2046
c174,35.8930,-118.7657,2061,10,38.0,15.0734,314.2679,404.4731
c194,35.8930,-118.1371,2061,10,38.0,0.2054,314.1065,264.3637
c755,36.2650,-119.3629,2061,10,38.0,37.6555,301.8855,449.1598
c774,36.2650,-118.7657,2061,10,38.0,15.9180,301.2098,375.7067
c794,36.2650,-118.1371,2061,10,38.0,0.5652,301.8478,271.8517
c1355,36.6370,-119.3629,2061,10,38.0,32.7133,289.3141,458.7673
c1374,36.6370,-118.7657,2061,10,38.0,15.6421,289.9614,391.3176
c1394,36.6370,-118.1371,2061,10,38.0,0.4137,289.6291,254.7975
c155,35.8930,-119.3629,2062,10,39.0,31.6169,313.6680,500.8961
c174,35.8930,-118.7657,2062,10,39.0,15.0887,314.1396,335.1977
c194,35.8930,-118.1371,2062,10,39.0,0.2056,314.4041,261.2882
c755,36.2650,-119.3629,2062,10,39.0,38.6577,301.2379,513.8043
c774,36.2650,-118.7657,2062,10,39.0,16.9027,302.6780,485.2760
c794,36.2650,-118.1371,2062,10,39.0,0.5654,302.0813,260.8851
c1355,36.6370,-119.3629,2062,10,39.0,33.6043,289.5605,529.9640
c1374,36.6370,-118.7657,2062,10,39.0,16.3010,290.3221,416.7298
c1394,36.6370,-118.1371,2062,10,39.0,0.4143,289.6809,277.0854
c155,35.8930,-119.3629,2063,10,40.0,32.4002,313.7666,511.4563
c174,35.8930,-118.7657,2063,10,40.0,15.8126,314.2627,448.4463
c194,35.8930,-118.1371,2063,10,40.0,0.2060,314.0223,272.7358
c755,36.2650,-119.3629,2063,10,40.0,39.6341,301.1213,486.5396
c774,36.2650,-118.7657,2063,10,40.0,17.6738,301.8092,421.5498
c794,36.2650,-118.1371,2063,10,40.0,0.5708,302.1070,313.5330
c1355,36.6370,-119.3629,2063,10,40.0,34.5080,290.1536,538.8098
c1374,36.6370,-118.7657,2063,10,40.0,16.9857,290.1938,419.5347
c1394,36.6370,-118.1371,2063,10,40.0,0.4169,289.9715,303.0589
c155,35.8930,-119.3629,2064,10,41.0,33.1872,314.1688,512.9329
c174,35.8930,-118.7657,2064,10,41.0,15.8260,314.1354,332.5060
c194,35.8930,-118.1371,2064,10,41.0,0.2064,313.9372,273.8142
