cell_id,lat,lon,year,nTrees,meanAge,meanHeight,temperature,precipitation
c755,36.2650,-119.3629,2036,10,13.0,12.9120,301.1874,519.0100
c774,36.2650,-118.7657,2036,10,13.0,5.4723,300.5451,435.8878
c794,36.2650,-118.1371,2036,10,13.0,0.1974,300.5562,284.4456
c1355,36.6370,-119.3629,2036,10,13.0,11.0197,288.7979,513.0697
c1374,36.6370,-118.7657,2036,10,13.0,4.4062,288.7723,371.1573
c1394,36.6370,-118.1371,2036,10,13.0,0.1761,288.2141,262.7742
c155,35.8930,-119.3629,2037,10,14.0,11.6127,311.9253,495.0237
c174,35.8930,-118.7657,2037,10,14.0,5.6470,313.0291,370.6282
c194,35.8930,-118.1371,2037,10,14.0,0.0797,311.8550,279.9540
c755,36.2650,-119.3629,2037,10,14.0,13.8826,300.4736,492.6623
c774,36.2650,-118.7657,2037,10,14.0,5.6878,300.2162,378.5752
c794,36.2650,-118.1371,2037,10,14.0,0.2072,301.2665,322.7497
c1355,36.6370,-119.3629,2037,10,14.0,11.8989,289.0111,485.4859
c1374,36.6370,-118.7657,2037,10,14.0,4.9903,288.4587,412.1693
c1394,36.6370,-118.1371,2037,10,14.0,0.1761,288.7147,227.3396
c155,35.8930,-119.3629,2038,10,15.0,12.4676,312.1503,541.0954
c174,35.8930,-118.7657,2038,10,15.0,5.7243,312.7414,362.0294
c194,35.8930,-118.1371,2038,10,15.0,0.0798,312.4846,248.4748
c755,36.2650,-119.3629,2038,10,15.0,14.9015,300.6714,537.1902
c774,36.2650,-118.7657,2038,10,15.0,6.6133,300.9156,439.7830
c794,36.2650,-118.1371,2038,10,15.0,0.2105,300.9979,304.8463
c1355,36.6370,-119.3629,2038,10,15.0,12.7369,288.3361,482.6837
c1374,36.6370,-118.7657,2038,10,15.0,5.7442,289.0829,430.7845
c1394,36.6370,-118.1371,2038,10,15.0,0.1790,288.3899,305.2971
c155,35.8930,-119.3629,2039,10,16.0,13.3061,312.2571,591.6954
c174,35.8930,-118.7657,2039,10,16.0,6.0866,312.3391,395.3268
c194,35.8930,-118.1371,2039,10,16.0,0.0805,312.9671,282.5128
c755,36.2650,-119.3629,2039,10,16.0,15.8843,300.7678,493.6971
c774,36.2650,-118.7657,2039,10,16.0,7.2295,301.1691,408.7698
c794,36.2650,-118.1371,2039,10,16.0,0.2127,300.7133,298.3128
c1355,36.6370,-119.3629,2039,10,16.0,13.6153,289.3819,534.7123
c1374,36.6370,-118.7657,2039,10,16.0,6.1951,289.0131,401.5277
c1394,36.6370,-118.1371,2039,10,16.0,0.1792,288.3855,257.9473
c155,35.8930,-119.3629,2040,10,17.0,14.1217,312.4991,499.7492
c174,35.8930,-118.7657,2040,10,17.0,6.2346,312.8144,374.8442
c194,35.8930,-118.1371,2040,10,17.0,0.0827,312.7159,301.5898
c755,36.2650,-119.3629,2040,10,17.0,16.8861,300.6198,513.7600
c774,36.2650,-118.7657,2040,10,17.0,7.3722,300.9497,370.3120
c794,36.2650,-118.1371,2040,10,17.0,0.2258,300.3049,328.1675
c1355,36.6370,-119.3629,2040,10,17.0,14.4902,288.5555,546.4729
c1374,36.6370,-118.7657,2040,10,17.0,6.4356,289.0743,384.4183
c1394,36.6370,-118.1371,2040,10,17.0,0.1887,288.5356,325.3358
c155,35.8930,-119.3629,2041,10,18.0,14.9666,312.3635,531.3719
c174,35.8930,-118.7657,2041,10,18.0,6.7890,312.4377,413.2690
c194,35.8930,-118.1371,2041,10,18.0,0.0851,313.7373,303.2321
c755,36.2650,-119.3629,2041,10,18.0,17.8988,300.4012,488.1590
c774,36.2650,-118.7657,2041,10,18.0,7.5396,301.0088,373.6275
c794,36.2650,-118.1371,2041,10,18.0,0.2260,300.3550,262.3982
c1355,36.6370,-119.3629,2041,10,18.0,15.3382,288.7249,564.3106
c1374,36.6370,-118.7657,2041,10,18.0,7.2819,289.2199,501.3049
c1394,36.6370,-118.1371,2041,10,18.0,0.1905,288.8032,296.9431
c155,35.8930,-119.3629,2042,10,19.0,15.8167,312.1866,568.5812
c174,35.8930,-118.7657,2042,10,19.0,6.9114,312.6472,371.2482
c194,35.8930,-118.1371,2042,10,19.0,0.0867,313.5790,296.1120
c755,36.2650,-119.3629,2042,10,19.0,18.8871,300.8241,516.4917
c774,36.2650,-118.7657,2042,10,19.0,8.3249,301.1940,422.5825
c794,36.2650,-118.1371,2042,10,19.0,0.2261,300.8916,240.9423
c1355,36.6370,-119.3629,2042,10,19.0,16.1822,288.7947,468.6029
c1374,36.6370,-118.7657,2042,10,19.0,7.4467,288.6557,375.6532
c1394,36.6370,-118.1371,2042,10,19.0,0.1928,289.1803,301.1901
c155,35.8930,-119.3629,2043,10,20.0,16.6252,312.8316,544.3628
c174,35.8930,-118.7657,2043,10,20.0,6.9442,313.2939,347.0657
c194,35.8930,-118.1371,2043,10,20.0,0.0868,312.8263,248.4953
c755,36.2650,-119.3629,2043,10,20.0,19.8686,300.8773,562.7797
c774,36.2650,-118.7657,2043,10,20.0,8.9743,301.0787,410.7311
c794,36.2650,-118.1371,2043,10,20.0,0.2332,301.3087,317.8360
c1355,36.6370,-119.3629,2043,10,20.0,17.0367,289.6896,463.1198
c1374,36.6370,-118.7657,2043,10,20.0,8.2807,288.8051,456.0822
c1394,36.6370,-118.1371,2043,10,20.0,0.1931,289.0367,261.5318
c155,35.8930,-119.3629,2044,10,21.0,17.4503,312.0856,572.8514
c174,35.8930,-118.7657,2044,10,21.0,7.1768,313.2908,385.1986
c194,35.8930,-118.1371,2044,10,21.0,0.0875,313.4042,282.6064
c755,36.2650,-119.3629,2044,10,21.0,20.8779,301.0298,537.0104
c774,36.2650,-118.7657,2044,10,21.0,9.2765,301.4754,385.9502
c794,36.2650,-118.1371,2044,10,21.0,0.2333,300.8577,239.5939
c1355,36.6370,-119.3629,2044,10,21.0,17.8837,289.0975,465.6863
c1374,36.6370,-118.7657,2044,10,21.0,8.3034,288.5151,340.2204
c1394,36.6370,-118.1371,2044,10,21.0,0.1932,289.9090,257.8384
c155,35.8930,-119.3629,2045,10,22.0,18.2672,312.4830,561.4158
c174,35.8930,-118.7657,2045,10,22.0,7.9153,313.1911,441.8371
c194,35.8930,-118.1371,2045,10,22.0,0.0875,313.1564,221.0991
c755,36.2650,-119.3629,2045,10,22.0,21.8812,301.3150,478.0887
c774,36.2650,-118.7657,2045,10,22.0,9.2831,301.1996,316.2015
c794,36.2650,-118.1371,2045,10,22.0,0.2354,300.8842,297.9096
c1355,36.6370,-119.3629,2045,10,22.0,18.7263,289.0876,556.9771
c1374,36.6370,-118.7657,2045,10,22.0,9.1554,289.2382,476.4580
c1394,36.6370,-118.1371,2045,10,22.0,0.2019,288.2159,323.6948
c155,35.8930,-119.3629,2046,10,23.0,19.0227,313.1423,447.3506
c174,35.8930,-118.7657,2046,10,23.0,7.9811,313.2360,359.1532
c194,35.8930,-118.1371,2046,10,23.0,0.0882,313.0942,283.2795
c755,36.2650,-119.3629,2046,10,23.0,22.8767,301.7920,543.3898
c774,36.2650,-118.7657,2046,10,23.0,9.8417,301.5664,403.8736
c794,36.2650,-118.1371,2046,10,23.0,0.2393,301.2757,307.9606
c1355,36.6370,-119.3629,2046,10,23.0,19.5912,289.5101,458.9494
c1374,36.6370,-118.7657,2046,10,23.0,9.1677,289.0906,329.5295
c1394,36.6370,-118.1371,2046,10,23.0,0.2343,289.3275,345.6352
c155,35.8930,-119.3629,2047,10,24.0,19.8585,312.6905,509.0184
c174,35.8930,-118.7657,2047,10,24.0,8.6101,314.0271,424.8528
c194,35.8930,-118.1371,2047,10,24.0,0.0886,312.8892,270.0883
c755,36.2650,-119.3629,2047,10,24.0,23.8868,301.5891,528.8216
c774,36.2650,-118.7657,2047,10,24.0,10.7279,300.3689,434.4368
c794,36.2650,-118.1371,2047,10,24.0,0.2943,301.3773,352.2674
c1355,36.6370,-119.3629,2047,10,24.0,20.4467,289.2850,511.4842
c1374,36.6370,-118.7657,2047,10,24.0,9.9046,288.9446,428.6568
c1394,36.6370,-118.1371,2047,10,24.0,0.2409,288.8184,319.2184
c155,35.8930,-119.3629,2048,10,25.0,20.6379,313.4540,496.3686
c174,35.8930,-118.7657,2048,10,25.0,9.2763,313.0818,424.8985
c194,35.8930,-118.1371,2048,10,25.0,0.0955,313.6244,321.4730
c755,36.2650,-119.3629,2048,10,25.0,24.8404,301.1542,473.1311
c774,36.2650,-118.7657,2048,10,25.0,10.9019,301.1951,374.2618
c794,36.2650,-118.1371,2048,10,25.0,0.3145,301.1413,335.5938
c1355,36.6370,-119.3629,2048,10,25.0,21.3261,289.1845,566.0509
c1374,36.6370,-118.7657,2048,10,25.0,10.0441,289.2641,372.0701
c1394,36.6370,-118.1371,2048,10,25.0,0.2410,289.4376,243.5978
c155,35.8930,-119.3629,2049,10,26.0,21.4213,313.4115,484.3916
c174,35.8930,-118.7657,2049,10,26.0,9.6216,313.8443,396.1847
c194,35.8930,-118.1371,2049,10,26.0,0.0957,312.9732,262.5769
c755,36.2650,-119.3629,2049,10,26.0,25.8349,300.9178,508.6887
c774,36.2650,-118.7657,2049,10,26.0,11.8852,300.6180,457.7403
c794,36.2650,-118.1371,2049,10,26.0,0.4600,300.8778,370.6749
c1355,36.6370,-119.3629,2049,10,26.0,22.2056,289.6357,577.5066
c1374,36.6370,-118.7657,2049,10,26.0,10.9128,289.4198,455.7669
c1394,36.6370,-118.1371,2049,10,26.0,0.2411,289.4990,236.6064
c155,35.8930,-119.3629,2050,10,27.0,22.2308,313.5363,494.0915
c174,35.8930,-118.7657,2050,10,27.0,10.4107,313.0807,452.1782
c194,35.8930,-118.1371,2050,10,27.0,0.0973,313.6118,296.1136
c755,36.2650,-119.3629,2050,10,27.0,26.8109,300.7837,481.6022
c774,36.2650,-118.7657,2050,10,27.0,12.6258,300.9040,417.8059
c794,36.2650,-118.1371,2050,10,27.0,0.4604,302.2058,271.6911
c1355,36.6370,-119.3629,2050,10,27.0,23.0522,289.1240,509.7087
c1374,36.6370,-118.7657,2050,10,27.0,11.5324,289.5862,413.9157
c1394,36.6370,-118.1371,2050,10,27.0,0.2423,289.8198,290.0639
c155,35.8930,-119.3629,2051,10,28.0,23.0275,313.0706,494.9229
c174,35.8930,-118.7657,2051,10,28.0,11.0509,314.1913,425.9965
c194,35.8930,-118.1371,2051,10,28.0,0.0974,312.7627,244.6146
c755,36.2650,-119.3629,2051,10,28.0,27.8163,301.4625,574.5848
c774,36.2650,-118.7657,2051,10,28.0,12.9218,301.1827,385.8655
c794,36.2650,-118.1371,2051,10,28.0,0.4627,301.6277,298.7947
c1355,36.6370,-119.3629,2051,10,28.0,23.8827,288.8067,460.0625
c1374,36.6370,-118.7657,2051,10,28.0,11.6138,289.1374,362.0080
c1394,36.6370,-118.1371,2051,10,28.0,0.2428,289.8250,275.0069
c155,35.8930,-119.3629,2052,10,29.0,23.8114,314.0337,519.4236
c174,35.8930,-118.7657,2052,10,29.0,11.3642,313.6270,392.8698
c194,35.8930,-118.1371,2052,10,29.0,0.0975,314.2844,251.0398
c755,36.2650,-119.3629,2052,10,29.0,28.6482,301.4550,429.8466
c774,36.2650,-118.7657,2052,10,29.0,13.8417,301.3172,440.9109
c794,36.2650,-118.1371,2052,10,29.0,0.4680,301.0797,312.9079
c1355,36.6370,-119.3629,2052,10,29.0,24.7716,289.7447,492.3313
c1374,36.6370,-118.7657,2052,10,29.0,11.8624,289.9105,384.0828
c1394,36.6370,-118.1371,2052,10,29.0,0.2437,288.9720,285.8928
c155,35.8930,-119.3629,2053,10,30.0,24.5944,313.3933,495.6951
c174,35.8930,-118.7657,2053,10,30.0,11.7959,313.4754,401.6970
c194,35.8930,-118.1371,2053,10,30.0,0.0976,313.0367,256.8714
c755,36.2650,-119.3629,2053,10,30.0,29.6254,301.8136,559.9128
c774,36.2650,-118.7657,2053,10,30.0,14.3927,301.4803,404.2464
c794,36.2650,-118.1371,2053,10,30.0,0.4687,301.4548,280.1196
c1355,36.6370,-119.3629,2053,10,30.0,25.6570,289.4033,547.4858
c1374,36.6370,-118.7657,2053,10,30.0,11.8799,289.3654,335.5817
c1394,36.6370,-118.1371,2053,10,30.0,0.2439,289.1089,261.2973
c155,35.8930,-119.3629,2054,10,31.0,25.3482,314.2779,526.4073
c174,35.8930,-118.7657,2054,10,31.0,11.8299,312.9622,347.7389
c194,35.8930,-118.1371,2054,10,31.0,0.0979,313.6742,267.4021
c755,36.2650,-119.3629,2054,10,31.0,30.6261,301.5111,576.0033
c774,36.2650,-118.7657,2054,10,31.0,14.4175,301.6675,339.0097
c794,36.2650,-118.1371,2054,10,31.0,0.4688,301.6426,234.1818
c1355,36.6370,-119.3629,2054,10,31.0,26.5214,290.0748,472.0921
c1374,36.6370,-118.7657,2054,10,31.0,12.6956,289.8855,445.5365
c1394,36.6370,-118.1371,2054,10,31.0,0.2518,289.6961,321.7695
c155,35.8930,-119.3629,2055,10,32.0,26.1200,313.4119,451.7855
c174,35.8930,-118.7657,2055,10,32.0,12.1240,313.3222,390.7797
c194,35.8930,-118.1371,2055,10,32.0,0.1180,314.7127,339.4367
c755,36.2650,-119.3629,2055,10,32.0,31.6516,301.2097,560.2416
c774,36.2650,-118.7657,2055,10,32.0,14.4611,302.2608,348.8119
c794,36.2650,-118.1371,2055,10,32.0,0.4697,301.8454,283.7766
c1355,36.6370,-119.3629,2055,10,32.0,27.4043,289.3269,539.4499
c1374,36.6370,-118.7657,2055,10,32.0,13.2853,289.3746,411.3540
c1394,36.6370,-118.1371,2055,10,32.0,0.2917,289.8501,348.9874
c155,35.8930,-119.3629,2056,10,33.0,26.9121,313.8245,502.9048
c174,35.8930,-118.7657,2056,10,33.0,12.8418,313.3161,438.4546
c194,35.8930,-118.1371,2056,10,33.0,0.1193,314.6966,294.2636
c755,36.2650,-119.3629,2056,10,33.0,32.6346,301.3498,506.9910
c774,36.2650,-118.7657,2056,10,33.0,14.6197,301.7442,372.1842
c794,36.2650,-118.1371,2056,10,33.0,0.4817,301.3875,326.7944
c1355,36.6370,-119.3629,2056,10,33.0,28.2958,289.3072,547.5163
c1374,36.6370,-118.7657,2056,10,33.0,13.4748,289.2365,378.3326
c1394,36.6370,-118.1371,2056,10,33.0,0.3009,289.5216,324.1558
c155,35.8930,-119.3629,2057,10,34.0,27.6868,313.6341,529.5476
c174,35.8930,-118.7657,2057,10,34.0,13.6191,313.3444,461.3742
c194,35.8930,-118.1371,2057,10,34.0,0.1217,313.1724,302.9819
c755,36.2650,-119.3629,2057,10,34.0,33.6358,302.1844,494.4442
c774,36.2650,-118.7657,2057,10,34.0,14.6849,301.4364,356.3852
c794,36.2650,-118.1371,2057,10,34.0,0.4817,301.7161,202.3763
c1355,36.6370,-119.3629,2057,10,34.0,29.2002,290.0395,497.4848
c1374,36.6370,-118.7657,2057,10,34.0,14.2109,289.6377,428.5660
c1394,36.6370,-118.1371,2057,10,34.0,0.3012,289.7972,270.3106
c155,35.8930,-119.3629,2058,10,35.0,28.4484,313.7363,458.3007
c174,35.8930,-118.7657,2058,10,35.0,14.2699,313.4795,425.6333
c194,35.8930,-118.1371,2058,10,35.0,0.1761,314.2198,356.9233
c755,36.2650,-119.3629,2058,10,35.0,34.6561,301.2195,503.5882
c774,36.2650,-118.7657,2058,10,35.0,15.0172,301.7992,388.9216
c794,36.2650,-118.1371,2058,10,35.0,0.5633,302.4902,359.8267
c1355,36.6370,-119.3629,2058,10,35.0,30.0893,289.9670,595.1432
c1374,36.6370,-118.7657,2058,10,35.0,14.2344,289.6029,339.9507
c1394,36.6370,-118.1371,2058,10,35.0,0.4154,289.4430,368.3669
c155,35.8930,-119.3629,2059,10,36.0,29.2469,313.8674,563.5559
c174,35.8930,-118.7657,2059,10,36.0,14.3095,314.0495,350.8950
c194,35.8930,-118.1371,2059,10,36.0,0.1909,313.8348,333.6744
c755,36.2650,-119.3629,2059,10,36.0,35.6482,301.7190,488.1893
c774,36.2650,-118.7657,2059,10,36.0,15.5890,301.8904,404.7250
c794,36.2650,-118.1371,2059,10,36.0,0.5633,301.5052,209.6686
c1355,36.6370,-119.3629,2059,10,36.0,30.9581,289.4502,583.6426
c1374,36.6370,-118.7657,2059,10,36.0,14.3481,289.5882,368.5410
c1394,36.6370,-118.1371,2059,10,36.0,0.4158,290.3509,269.3896
c155,35.8930,-119.3629,2060,10,37.0,30.0532,313.8376,522.9472
c174,35.8930,-118.7657,2060,10,37.0,14.6758,313.5786,397.7248
c194,35.8930,-118.1371,2060,10,37.0,0.2063,314.3090,334.7403
c755,36.2650,-119.3629,2060,10,37.0,36.6127,301.7362,507.4423
c774,36.2650,-118.7657,2060,10,37.0,15.7450,301.2105,371.6552
c794,36.2650,-118.1371,2060,10,37.0,0.5634,302.9305,249.6447
c1355,36.6370,-119.3629,2060,10,37.0,31.8187,289.3173,494.4380
c1374,36.6370,-118.7657,2060,10,37.0,15.2462,290.1021,479.6916
c1394,36.6370,-118.1371,2060,10,37.0,0.4165,290.2429,282.9076
c155,35.8930,-119.3629,2061,10,38.0,30.8224,313.9631,559.2046
c174,35.8930,-118.7657,2061,10,38.0,15.1169,314.2679,404.4731
c194,35.8930,-118.1371,2061,10,38.0,0.2065,314.1065,264.3637
c755,36.2650,-119.3629,2061,10,38.0,37.5473,301.8855,449.1598
c774,36.2650,-118.7657,2061,10,38.0,15.9384,301.2098,375.7067
c794,36.2650,-118.1371,2061,10,38.0,0.5639,301.8478,271.8517
c1355,36.6370,-119.3629,2061,10,38.0,32.6523,289.3141,458.7673
c1374,36.6370,-118.7657,2061,10,38.0,15.5763,289.9614,391.3176
c1394,36.6370,-118.1371,2061,10,38.0,0.4167,289.6291,254.7975
c155,35.8930,-119.3629,2062,10,39.0,31.6126,313.6680,500.8961
c174,35.8930,-118.7657,2062,10,39.0,15.1322,314.1396,335.1977
c194,35.8930,-118.1371,2062,10,39.0,0.2067,314.4041,261.2882
c755,36.2650,-119.3629,2062,10,39.0,38.5515,301.2379,513.8043
c774,36.2650,-118.7657,2062,10,39.0,16.9272,302.6780,485.2760
c794,36.2650,-118.1371,2062,10,39.0,0.5641,302.0813,260.8851
c1355,36.6370,-119.3629,2062,10,39.0,33.5425,289.5605,529.9640
c1374,36.6370,-118.7657,2062,10,39.0,16.2391,290.3221,416.7298
c1394,36.6370,-118.1371,2062,10,39.0,0.4173,289.6809,277.0854
c155,35.8930,-119.3629,2063,10,40.0,32.4077,313.7666,511.4563
c174,35.8930,-118.7657,2063,10,40.0,15.8553,314.2627,448.4463
c194,35.8930,-118.1371,2063,10,40.0,0.2071,314.0223,272.7358
c755,36.2650,-119.3629,2063,10,40.0,39.5307,301.1213,486.5396
c774,36.2650,-118.7657,2063,10,40.0,17.6946,301.8092,421.5498
c794,36.2650,-118.1371,2063,10,40.0,0.5697,302.1070,313.5330
c1355,36.6370,-119.3629,2063,10,40.0,34.4419,290.1536,538.8098
c1374,36.6370,-118.7657,2063,10,40.0,16.9211,290.1938,419.5347
c1394,36.6370,-118.1371,2063,10,40.0,0.4199,289.9715,303.0589
c155,35.8930,-119.3629,2064,10,41.0,33.1814,314.1688,512.9329
c174,35.8930,-118.7657,2064,10,41.0,15.8685,314.1354,332.5060
c194,35.8930,-118.1371,2064,10,41.0,0.2075,313.9372,273.8142
