cell_id,lat,lon,year,nTrees,meanAge,meanHeight,temperature,precipitation
c155,35.8930,-119.3629,2029,10,6.0,4.9615,312.5465,496.7548
c174,35.8930,-118.7657,2029,10,6.0,3.9352,312.1091,416.6915
c194,35.8930,-118.1371,2029,10,6.0,0.0579,312.1929,281.6244
c755,36.2650,-119.3629,2029,10,6.0,5.8963,300.2699,511.1980
c774,36.2650,-118.7657,2029,10,6.0,2.1460,300.8704,417.6446
c794,36.2650,-118.1371,2029,10,6.0,0.0737,300.8449,227.1969
c1355,36.6370,-119.3629,2029,10,6.0,5.0671,288.4182,553.5516
c1374,36.6370,-118.7657,2029,10,6.0,3.0717,287.8381,342.4809
c1394,36.6370,-118.1371,2029,10,6.0,0.0102,288.6833,271.2089
c155,35.8930,-119.3629,2030,10,7.0,5.7971,312.5685,584.1901
c174,35.8930,-118.7657,2030,10,7.0,4.2566,312.0312,392.8995
c194,35.8930,-118.1371,2030,10,7.0,0.0674,311.6259,324.8999
c755,36.2650,-119.3629,2030,10,7.0,6.8979,300.3080,501.0156
c774,36.2650,-118.7657,2030,10,7.0,2.7786,299.8511,409.7306
c794,36.2650,-118.1371,2030,10,7.0,0.1984,300.6108,367.5166
c1355,36.6370,-119.3629,2030,10,7.0,5.9209,288.8588,552.7473
c1374,36.6370,-118.7657,2030,10,7.0,3.2415,288.2001,376.7594
c1394,36.6370,-118.1371,2030,10,7.0,0.0103,288.2890,255.9835
c155,35.8930,-119.3629,2031,10,8.0,6.6386,311.9975,506.1121
c174,35.8930,-118.7657,2031,10,8.0,4.4385,312.6925,379.1802
c194,35.8930,-118.1371,2031,10,8.0,0.0696,312.1333,301.2250
c755,36.2650,-119.3629,2031,10,8.0,7.8999,299.7879,533.3936
c774,36.2650,-118.7657,2031,10,8.0,3.5773,300.7766,423.7862
c794,36.2650,-118.1371,2031,10,8.0,0.1988,299.9286,270.2541
c1355,36.6370,-119.3629,2031,10,8.0,6.7956,288.8652,516.3356
c1374,36.6370,-118.7657,2031,10,8.0,3.2534,288.3007,329.1685
c1394,36.6370,-118.1371,2031,10,8.0,0.1701,288.2581,375.7445
c155,35.8930,-119.3629,2032,10,9.0,7.4427,312.8490,554.7706
c174,35.8930,-118.7657,2032,10,9.0,4.4676,312.2987,344.8221
c194,35.8930,-118.1371,2032,10,9.0,0.0725,312.3347,305.2761
c755,36.2650,-119.3629,2032,10,9.0,8.9000,300.6648,505.7476
c774,36.2650,-118.7657,2032,10,9.0,3.6484,301.1895,356.9469
c794,36.2650,-118.1371,2032,10,9.0,0.1989,300.1228,235.4717
c1355,36.6370,-119.3629,2032,10,9.0,7.6243,286.8449,527.9495
c1374,36.6370,-118.7657,2032,10,9.0,3.3197,288.1498,358.3306
c1394,36.6370,-118.1371,2032,10,9.0,0.1749,288.6205,313.4058
c155,35.8930,-119.3629,2033,10,10.0,8.2928,311.7523,485.2286
c174,35.8930,-118.7657,2033,10,10.0,4.6963,312.6298,384.0675
c194,35.8930,-118.1371,2033,10,10.0,0.0726,312.5002,254.6936
c755,36.2650,-119.3629,2033,10,10.0,9.8968,299.8213,565.2759
c774,36.2650,-118.7657,2033,10,10.0,3.6898,300.3483,347.8149
c794,36.2650,-118.1371,2033,10,10.0,0.1993,301.1691,271.2024
c1355,36.6370,-119.3629,2033,10,10.0,8.5118,288.6053,514.7373
c1374,36.6370,-118.7657,2033,10,10.0,3.3810,288.4312,357.0962
c1394,36.6370,-118.1371,2033,10,10.0,0.1750,288.0909,235.5746
c155,35.8930,-119.3629,2034,10,11.0,9.1104,312.5544,484.5411
c174,35.8930,-118.7657,2034,10,11.0,5.0745,312.0967,396.3104
c194,35.8930,-118.1371,2034,10,11.0,0.0759,312.5498,307.8630
c755,36.2650,-119.3629,2034,10,11.0,10.8847,301.3875,507.9041
c774,36.2650,-118.7657,2034,10,11.0,4.0114,300.9086,387.6721
c794,36.2650,-118.1371,2034,10,11.0,0.1994,299.4554,247.6610
c1355,36.6370,-119.3629,2034,10,11.0,9.3621,288.6861,479.1722
c1374,36.6370,-118.7657,2034,10,11.0,3.7340,288.5175,393.1379
c1394,36.6370,-118.1371,2034,10,11.0,0.1750,288.7790,235.7578
c155,35.8930,-119.3629,2035,10,12.0,9.9054,313.2287,494.9720
c174,35.8930,-118.7657,2035,10,12.0,5.1456,313.0858,361.0547
c194,35.8930,-118.1371,2035,10,12.0,0.0760,312.7692,249.9040
c755,36.2650,-119.3629,2035,10,12.0,11.8451,300.3411,453.7766
c774,36.2650,-118.7657,2035,10,12.0,4.5970,300.6323,404.9804
c794,36.2650,-118.1371,2035,10,12.0,0.1996,301.0924,255.4650
c1355,36.6370,-119.3629,2035,10,12.0,10.2219,288.8917,479.5969
c1374,36.6370,-118.7657,2035,10,12.0,4.3074,288.0619,413.3471
c1394,36.6370,-118.1371,2035,10,12.0,0.1767,289.0852,296.0614
c155,35.8930,-119.3629,2036,10,13.0,10.7222,312.0077,534.2824
c174,35.8930,-118.7657,2036,10,13.0,5.5369,313.3001,398.5876
c194,35.8930,-118.1371,2036,10,13.0,0.0791,313.0130,307.0217
c755,36.2650,-119.3629,2036,10,13.0,12.8571,301.1874,519.0100
c774,36.2650,-118.7657,2036,10,13.0,5.4929,300.5451,435.8878
c794,36.2650,-118.1371,2036,10,13.0,0.2006,300.5562,284.4456
c1355,36.6370,-119.3629,2036,10,13.0,11.0928,288.7979,513.0697
c1374,36.6370,-118.7657,2036,10,13.0,4.4373,288.7723,371.1573
c1394,36.6370,-118.1371,2036,10,13.0,0.1769,288.2141,262.7742
c155,35.8930,-119.3629,2037,10,14.0,11.5446,311.9253,495.0237
c174,35.8930,-118.7657,2037,10,14.0,5.6563,313.0291,370.6282
c194,35.8930,-118.1371,2037,10,14.0,0.0797,311.8550,279.9540
c755,36.2650,-119.3629,2037,10,14.0,13.8893,300.4736,492.6623
c774,36.2650,-118.7657,2037,10,14.0,5.7101,300.2162,378.5752
c794,36.2650,-118.1371,2037,10,14.0,0.2100,301.2665,322.7497
c1355,36.6370,-119.3629,2037,10,14.0,11.9542,289.0111,485.4859
c1374,36.6370,-118.7657,2037,10,14.0,4.9975,288.4587,412.1693
c1394,36.6370,-118.1371,2037,10,14.0,0.1769,288.7147,227.3396
c155,35.8930,-119.3629,2038,10,15.0,12.3835,312.1503,541.0954
c174,35.8930,-118.7657,2038,10,15.0,5.7322,312.7414,362.0294
c194,35.8930,-118.1371,2038,10,15.0,0.0798,312.4846,248.4748
c755,36.2650,-119.3629,2038,10,15.0,14.9086,300.6714,537.1902
c774,36.2650,-118.7657,2038,10,15.0,6.6173,300.9156,439.7830
c794,36.2650,-118.1371,2038,10,15.0,0.2133,300.9979,304.8463
c1355,36.6370,-119.3629,2038,10,15.0,12.8121,288.3361,482.6837
c1374,36.6370,-118.7657,2038,10,15.0,5.7319,289.0829,430.7845
c1394,36.6370,-118.1371,2038,10,15.0,0.1799,288.3899,305.2971
c155,35.8930,-119.3629,2039,10,16.0,13.1885,312.2571,591.6954
c174,35.8930,-118.7657,2039,10,16.0,6.0895,312.3391,395.3268
c194,35.8930,-118.1371,2039,10,16.0,0.0805,312.9671,282.5128
c755,36.2650,-119.3629,2039,10,16.0,15.9071,300.7678,493.6971
c774,36.2650,-118.7657,2039,10,16.0,7.2474,301.1691,408.7698
c794,36.2650,-118.1371,2039,10,16.0,0.2156,300.7133,298.3128
c1355,36.6370,-119.3629,2039,10,16.0,13.6927,289.3819,534.7123
c1374,36.6370,-118.7657,2039,10,16.0,6.1800,289.0131,401.5277
c1394,36.6370,-118.1371,2039,10,16.0,0.1800,288.3855,257.9473
c155,35.8930,-119.3629,2040,10,17.0,13.9997,312.4991,499.7492
c174,35.8930,-118.7657,2040,10,17.0,6.2390,312.8144,374.8442
c194,35.8930,-118.1371,2040,10,17.0,0.0827,312.7159,301.5898
c755,36.2650,-119.3629,2040,10,17.0,16.9209,300.6198,513.7600
c774,36.2650,-118.7657,2040,10,17.0,7.3906,300.9497,370.3120
c794,36.2650,-118.1371,2040,10,17.0,0.2289,300.3049,328.1675
c1355,36.6370,-119.3629,2040,10,17.0,14.5708,288.5555,546.4729
c1374,36.6370,-118.7657,2040,10,17.0,6.4208,289.0743,384.4183
c1394,36.6370,-118.1371,2040,10,17.0,0.1899,288.5356,325.3358
c155,35.8930,-119.3629,2041,10,18.0,14.8120,312.3635,531.3719
c174,35.8930,-118.7657,2041,10,18.0,6.8147,312.4377,413.2690
c194,35.8930,-118.1371,2041,10,18.0,0.0851,313.7373,303.2321
c755,36.2650,-119.3629,2041,10,18.0,17.9548,300.4012,488.1590
c774,36.2650,-118.7657,2041,10,18.0,7.5610,301.0088,373.6275
c794,36.2650,-118.1371,2041,10,18.0,0.2291,300.3550,262.3982
c1355,36.6370,-119.3629,2041,10,18.0,15.4271,288.7249,564.3106
c1374,36.6370,-118.7657,2041,10,18.0,7.2874,289.2199,501.3049
c1394,36.6370,-118.1371,2041,10,18.0,0.1917,288.8032,296.9431
c155,35.8930,-119.3629,2042,10,19.0,15.6555,312.1866,568.5812
c174,35.8930,-118.7657,2042,10,19.0,6.9397,312.6472,371.2482
c194,35.8930,-118.1371,2042,10,19.0,0.0866,313.5790,296.1120
c755,36.2650,-119.3629,2042,10,19.0,18.9524,300.8241,516.4917
c774,36.2650,-118.7657,2042,10,19.0,8.3449,301.1940,422.5825
c794,36.2650,-118.1371,2042,10,19.0,0.2292,300.8916,240.9423
c1355,36.6370,-119.3629,2042,10,19.0,16.2883,288.7947,468.6029
c1374,36.6370,-118.7657,2042,10,19.0,7.4509,288.6557,375.6532
c1394,36.6370,-118.1371,2042,10,19.0,0.1940,289.1803,301.1901
c155,35.8930,-119.3629,2043,10,20.0,16.4646,312.8316,544.3628
c174,35.8930,-118.7657,2043,10,20.0,6.9715,313.2939,347.0657
c194,35.8930,-118.1371,2043,10,20.0,0.0867,312.8263,248.4953
c755,36.2650,-119.3629,2043,10,20.0,19.9388,300.8773,562.7797
c774,36.2650,-118.7657,2043,10,20.0,9.0045,301.0787,410.7311
c794,36.2650,-118.1371,2043,10,20.0,0.2364,301.3087,317.8360
c1355,36.6370,-119.3629,2043,10,20.0,17.1557,289.6896,463.1198
c1374,36.6370,-118.7657,2043,10,20.0,8.2555,288.8051,456.0822
c1394,36.6370,-118.1371,2043,10,20.0,0.1942,289.0367,261.5318
c155,35.8930,-119.3629,2044,10,21.0,17.3319,312.0856,572.8514
c174,35.8930,-118.7657,2044,10,21.0,7.2074,313.2908,385.1986
c194,35.8930,-118.1371,2044,10,21.0,0.0874,313.4042,282.6064
c755,36.2650,-119.3629,2044,10,21.0,20.9137,301.0298,537.0104
c774,36.2650,-118.7657,2044,10,21.0,9.3016,301.4754,385.9502
c794,36.2650,-118.1371,2044,10,21.0,0.2365,300.8577,239.5939
c1355,36.6370,-119.3629,2044,10,21.0,18.0054,289.0975,465.6863
c1374,36.6370,-118.7657,2044,10,21.0,8.2785,288.5151,340.2204
c1394,36.6370,-118.1371,2044,10,21.0,0.1944,289.9090,257.8384
c155,35.8930,-119.3629,2045,10,22.0,18.1595,312.4830,561.4158
c174,35.8930,-118.7657,2045,10,22.0,7.9590,313.1911,441.8371
c194,35.8930,-118.1371,2045,10,22.0,0.0874,313.1564,221.0991
c755,36.2650,-119.3629,2045,10,22.0,21.8940,301.3150,478.0887
c774,36.2650,-118.7657,2045,10,22.0,9.3081,301.1996,316.2015
c794,36.2650,-118.1371,2045,10,22.0,0.2387,300.8842,297.9096
c1355,36.6370,-119.3629,2045,10,22.0,18.8768,289.0876,556.9771
c1374,36.6370,-118.7657,2045,10,22.0,9.1498,289.2382,476.4580
c1394,36.6370,-118.1371,2045,10,22.0,0.2028,288.2159,323.6948
c155,35.8930,-119.3629,2046,10,23.0,18.9345,313.1423,447.3506
c174,35.8930,-118.7657,2046,10,23.0,8.0230,313.2360,359.1532
c194,35.8930,-118.1371,2046,10,23.0,0.0882,313.0942,283.2795
c755,36.2650,-119.3629,2046,10,23.0,22.8833,301.7920,543.3898
c774,36.2650,-118.7657,2046,10,23.0,9.8738,301.5664,403.8736
c794,36.2650,-118.1371,2046,10,23.0,0.2426,301.2757,307.9606
c1355,36.6370,-119.3629,2046,10,23.0,19.7202,289.5101,458.9494
c1374,36.6370,-118.7657,2046,10,23.0,9.1620,289.0906,329.5295
c1394,36.6370,-118.1371,2046,10,23.0,0.2346,289.3275,345.6352
c155,35.8930,-119.3629,2047,10,24.0,19.7543,312.6905,509.0184
c174,35.8930,-118.7657,2047,10,24.0,8.6608,314.0271,424.8528
c194,35.8930,-118.1371,2047,10,24.0,0.0885,312.8892,270.0883
c755,36.2650,-119.3629,2047,10,24.0,23.9106,301.5891,528.8216
c774,36.2650,-118.7657,2047,10,24.0,10.7542,300.3689,434.4368
c794,36.2650,-118.1371,2047,10,24.0,0.2966,301.3773,352.2674
c1355,36.6370,-119.3629,2047,10,24.0,20.5741,289.2850,511.4842
c1374,36.6370,-118.7657,2047,10,24.0,9.8882,288.9446,428.6568
c1394,36.6370,-118.1371,2047,10,24.0,0.2414,288.8184,319.2184
c155,35.8930,-119.3629,2048,10,25.0,20.5699,313.4540,496.3686
c174,35.8930,-118.7657,2048,10,25.0,9.3229,313.0818,424.8985
c194,35.8930,-118.1371,2048,10,25.0,0.0956,313.6244,321.4730
c755,36.2650,-119.3629,2048,10,25.0,24.9265,301.1542,473.1311
c774,36.2650,-118.7657,2048,10,25.0,10.9266,301.1951,374.2618
c794,36.2650,-118.1371,2048,10,25.0,0.3171,301.1413,335.5938
c1355,36.6370,-119.3629,2048,10,25.0,21.4543,289.1845,566.0509
c1374,36.6370,-118.7657,2048,10,25.0,10.0277,289.2641,372.0701
c1394,36.6370,-118.1371,2048,10,25.0,0.2415,289.4376,243.5978
c155,35.8930,-119.3629,2049,10,26.0,21.3744,313.4115,484.3916
c174,35.8930,-118.7657,2049,10,26.0,9.6752,313.8443,396.1847
c194,35.8930,-118.1371,2049,10,26.0,0.0958,312.9732,262.5769
c755,36.2650,-119.3629,2049,10,26.0,25.9313,300.9178,508.6887
c774,36.2650,-118.7657,2049,10,26.0,11.8994,300.6180,457.7403
c794,36.2650,-118.1371,2049,10,26.0,0.4651,300.8778,370.6749
c1355,36.6370,-119.3629,2049,10,26.0,22.3149,289.6357,577.5066
c1374,36.6370,-118.7657,2049,10,26.0,10.8600,289.4198,455.7669
c1394,36.6370,-118.1371,2049,10,26.0,0.2415,289.4990,236.6064
c155,35.8930,-119.3629,2050,10,27.0,22.1811,313.5363,494.0915
c174,35.8930,-118.7657,2050,10,27.0,10.4354,313.0807,452.1782
c194,35.8930,-118.1371,2050,10,27.0,0.0973,313.6118,296.1136
c755,36.2650,-119.3629,2050,10,27.0,26.9161,300.7837,481.6022
c774,36.2650,-118.7657,2050,10,27.0,12.6408,300.9040,417.8059
c794,36.2650,-118.1371,2050,10,27.0,0.4656,302.2058,271.6911
c1355,36.6370,-119.3629,2050,10,27.0,23.1874,289.1240,509.7087
c1374,36.6370,-118.7657,2050,10,27.0,11.4790,289.5862,413.9157
c1394,36.6370,-118.1371,2050,10,27.0,0.2428,289.8198,290.0639
c155,35.8930,-119.3629,2051,10,28.0,23.0088,313.0706,494.9229
c174,35.8930,-118.7657,2051,10,28.0,11.0828,314.1913,425.9965
c194,35.8930,-118.1371,2051,10,28.0,0.0974,312.7627,244.6146
c755,36.2650,-119.3629,2051,10,28.0,27.8769,301.4625,574.5848
c774,36.2650,-118.7657,2051,10,28.0,12.9409,301.1827,385.8655
c794,36.2650,-118.1371,2051,10,28.0,0.4680,301.6277,298.7947
c1355,36.6370,-119.3629,2051,10,28.0,24.0151,288.8067,460.0625
c1374,36.6370,-118.7657,2051,10,28.0,11.5588,289.1374,362.0080
c1394,36.6370,-118.1371,2051,10,28.0,0.2432,289.8250,275.0069
c155,35.8930,-119.3629,2052,10,29.0,23.7903,314.0337,519.4236
c174,35.8930,-118.7657,2052,10,29.0,11.3957,313.6270,392.8698
c194,35.8930,-118.1371,2052,10,29.0,0.0975,314.2844,251.0398
c755,36.2650,-119.3629,2052,10,29.0,28.7407,301.4550,429.8466
c774,36.2650,-118.7657,2052,10,29.0,13.8791,301.3172,440.9109
c794,36.2650,-118.1371,2052,10,29.0,0.4733,301.0797,312.9079
c1355,36.6370,-119.3629,2052,10,29.0,24.8824,289.7447,492.3313
c1374,36.6370,-118.7657,2052,10,29.0,11.8015,289.9105,384.0828
c1394,36.6370,-118.1371,2052,10,29.0,0.2441,288.9720,285.8928
c155,35.8930,-119.3629,2053,10,30.0,24.5886,313.3933,495.6951
c174,35.8930,-118.7657,2053,10,30.0,11.8118,313.4754,401.6970
c194,35.8930,-118.1371,2053,10,30.0,0.0976,313.0367,256.8714
c755,36.2650,-119.3629,2053,10,30.0,29.7302,301.8136,559.9128
c774,36.2650,-118.7657,2053,10,30.0,14.4384,301.4803,404.2464
c794,36.2650,-118.1371,2053,10,30.0,0.4740,301.4548,280.1196
c1355,36.6370,-119.3629,2053,10,30.0,25.7741,289.4033,547.4858
c1374,36.6370,-118.7657,2053,10,30.0,11.8195,289.3654,335.5817
c1394,36.6370,-118.1371,2053,10,30.0,0.2444,289.1089,261.2973
c155,35.8930,-119.3629,2054,10,31.0,25.3546,314.2779,526.4073
c174,35.8930,-118.7657,2054,10,31.0,11.8454,312.9622,347.7389
c194,35.8930,-118.1371,2054,10,31.0,0.0979,313.6742,267.4021
c755,36.2650,-119.3629,2054,10,31.0,30.7353,301.5111,576.0033
c774,36.2650,-118.7657,2054,10,31.0,14.4633,301.6675,339.0097
c794,36.2650,-118.1371,2054,10,31.0,0.4741,301.6426,234.1818
c1355,36.6370,-119.3629,2054,10,31.0,26.6776,290.0748,472.0921
c1374,36.6370,-118.7657,2054,10,31.0,12.6449,289.8855,445.5365
c1394,36.6370,-118.1371,2054,10,31.0,0.2523,289.6961,321.7695
c155,35.8930,-119.3629,2055,10,32.0,26.1293,313.4119,451.7855
c174,35.8930,-118.7657,2055,10,32.0,12.1443,313.3222,390.7797
c194,35.8930,-118.1371,2055,10,32.0,0.1172,314.7127,339.4367
c755,36.2650,-119.3629,2055,10,32.0,31.7086,301.2097,560.2416
c774,36.2650,-118.7657,2055,10,32.0,14.5077,302.2608,348.8119
c794,36.2650,-118.1371,2055,10,32.0,0.4750,301.8454,283.7766
c1355,36.6370,-119.3629,2055,10,32.0,27.5655,289.3269,539.4499
c1374,36.6370,-118.7657,2055,10,32.0,13.2194,289.3746,411.3540
c1394,36.6370,-118.1371,2055,10,32.0,0.2930,289.8501,348.9874
c155,35.8930,-119.3629,2056,10,33.0,26.9339,313.8245,502.9048
c174,35.8930,-118.7657,2056,10,33.0,12.8938,313.3161,438.4546
c194,35.8930,-118.1371,2056,10,33.0,0.1186,314.6966,294.2636
c755,36.2650,-119.3629,2056,10,33.0,32.6918,301.3498,506.9910
c774,36.2650,-118.7657,2056,10,33.0,14.6674,301.7442,372.1842
c794,36.2650,-118.1371,2056,10,33.0,0.4872,301.3875,326.7944
c1355,36.6370,-119.3629,2056,10,33.0,28.4612,289.3072,547.5163
c1374,36.6370,-118.7657,2056,10,33.0,13.4123,289.2365,378.3326
c1394,36.6370,-118.1371,2056,10,33.0,0.3022,289.5216,324.1558
c155,35.8930,-119.3629,2057,10,34.0,27.7373,313.6341,529.5476
c174,35.8930,-118.7657,2057,10,34.0,13.6696,313.3444,461.3742
c194,35.8930,-118.1371,2057,10,34.0,0.1210,313.1724,302.9819
c755,36.2650,-119.3629,2057,10,34.0,33.6808,302.1844,494.4442
c774,36.2650,-118.7657,2057,10,34.0,14.7364,301.4364,356.3852
c794,36.2650,-118.1371,2057,10,34.0,0.4873,301.7161,202.3763
c1355,36.6370,-119.3629,2057,10,34.0,29.3508,290.0395,497.4848
c1374,36.6370,-118.7657,2057,10,34.0,14.1748,289.6377,428.5660
c1394,36.6370,-118.1371,2057,10,34.0,0.3025,289.7972,270.3106
c155,35.8930,-119.3629,2058,10,35.0,28.4812,313.7363,458.3007
c174,35.8930,-118.7657,2058,10,35.0,14.3453,313.4795,425.6333
c194,35.8930,-118.1371,2058,10,35.0,0.1755,314.2198,356.9233
c755,36.2650,-119.3629,2058,10,35.0,34.6626,301.2195,503.5882
c774,36.2650,-118.7657,2058,10,35.0,15.0766,301.7992,388.9216
c794,36.2650,-118.1371,2058,10,35.0,0.5672,302.4902,359.8267
c1355,36.6370,-119.3629,2058,10,35.0,30.2478,289.9670,595.1432
c1374,36.6370,-118.7657,2058,10,35.0,14.1980,289.6029,339.9507
c1394,36.6370,-118.1371,2058,10,35.0,0.4177,289.4430,368.3669
c155,35.8930,-119.3629,2059,10,36.0,29.2700,313.8674,563.5559
c174,35.8930,-118.7657,2059,10,36.0,14.3838,314.0495,350.8950
c194,35.8930,-118.1371,2059,10,36.0,0.1897,313.8348,333.6744
c755,36.2650,-119.3629,2059,10,36.0,35.6744,301.7190,488.1893
c774,36.2650,-118.7657,2059,10,36.0,15.6480,301.8904,404.7250
c794,36.2650,-118.1371,2059,10,36.0,0.5672,301.5052,209.6686
c1355,36.6370,-119.3629,2059,10,36.0,31.1320,289.4502,583.6426
c1374,36.6370,-118.7657,2059,10,36.0,14.3133,289.5882,368.5410
c1394,36.6370,-118.1371,2059,10,36.0,0.4181,290.3509,269.3896
c155,35.8930,-119.3629,2060,10,37.0,30.0756,313.8376,522.9472
c174,35.8930,-118.7657,2060,10,37.0,14.7546,313.5786,397.7248
c194,35.8930,-118.1371,2060,10,37.0,0.2048,314.3090,334.7403
c755,36.2650,-119.3629,2060,10,37.0,36.6515,301.7362,507.4423
c774,36.2650,-118.7657,2060,10,37.0,15.8012,301.2105,371.6552
c794,36.2650,-118.1371,2060,10,37.0,0.5673,302.9305,249.6447
c1355,36.6370,-119.3629,2060,10,37.0,31.9934,289.3173,494.4380
c1374,36.6370,-118.7657,2060,10,37.0,15.1819,290.1021,479.6916
c1394,36.6370,-118.1371,2060,10,37.0,0.4188,290.2429,282.9076
c155,35.8930,-119.3629,2061,10,38.0,30.8478,313.9631,559.2046
c174,35.8930,-118.7657,2061,10,38.0,15.2043,314.2679,404.4731
c194,35.8930,-118.1371,2061,10,38.0,0.2051,314.1065,264.3637
c755,36.2650,-119.3629,2061,10,38.0,37.5974,301.8855,449.1598
c774,36.2650,-118.7657,2061,10,38.0,15.9890,301.2098,375.7067
c794,36.2650,-118.1371,2061,10,38.0,0.5678,301.8478,271.8517
c1355,36.6370,-119.3629,2061,10,38.0,32.8569,289.3141,458.7673
c1374,36.6370,-118.7657,2061,10,38.0,15.5041,289.9614,391.3176
c1394,36.6370,-118.1371,2061,10,38.0,0.4190,289.6291,254.7975
c155,35.8930,-119.3629,2062,10,39.0,31.6055,313.6680,500.8961
c174,35.8930,-118.7657,2062,10,39.0,15.2199,314.1396,335.1977
c194,35.8930,-118.1371,2062,10,39.0,0.2052,314.4041,261.2882
c755,36.2650,-119.3629,2062,10,39.0,38.6033,301.2379,513.8043
c774,36.2650,-118.7657,2062,10,39.0,16.9971,302.6780,485.2760
c794,36.2650,-118.1371,2062,10,39.0,0.5680,302.0813,260.8851
c1355,36.6370,-119.3629,2062,10,39.0,33.7469,289.5605,529.9640
c1374,36.6370,-118.7657,2062,10,39.0,16.1719,290.3221,416.7298
c1394,36.6370,-118.1371,2062,10,39.0,0.4195,289.6809,277.0854
c155,35.8930,-119.3629,2063,10,40.0,32.3786,313.7666,511.4563
c174,35.8930,-118.7657,2063,10,40.0,15.9504,314.2627,448.4463
c194,35.8930,-118.1371,2063,10,40.0,0.2056,314.0223,272.7358
c755,36.2650,-119.3629,2063,10,40.0,39.5810,301.1213,486.5396
c774,36.2650,-118.7657,2063,10,40.0,17.7739,301.8092,421.5498
c794,36.2650,-118.1371,2063,10,40.0,0.5737,302.1070,313.5330
c1355,36.6370,-119.3629,2063,10,40.0,34.6210,290.1536,538.8098
c1374,36.6370,-118.7657,2063,10,40.0,16.8636,290.1938,419.5347
c1394,36.6370,-118.1371,2063,10,40.0,0.4222,289.9715,303.0589
c155,35.8930,-119.3629,2064,10,41.0,33.1476,314.1688,512.9329
c174,35.8930,-118.7657,2064,10,41.0,15.9636,314.1354,332.5060
c194,35.8930,-118.1371,2064,10,41.0,0.2060,313.9372,273.8142
